Individual,Mean_moving_velocity,Date,Colony,Species,Origin
7_18_21,1.998571469,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_22,2.053918102,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_23,2.66914594,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_24,0.571709252,7/18/2022,PFT1,Temnothorax_rudis,Pack_Experimental_Forest_Pierce_County_WA
7_18_25,4.752386345,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_26,3.60428015,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_27,5.672230554,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_28,5.440176447,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_29,8.078276793,7/18/2022,SHL1,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_3,4.343195024,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_30,8.387486601,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_31,6.663715963,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_32,6.649385239,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_33,5.326335499,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_34,6.61637408,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_35,3.858591963,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_36,5.836787091,7/18/2022,SHL6,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_37,3.885283589,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_38,3.545501307,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_39,4.552087719,7/18/2022,EGT15,Temnothorax_rudis,Emigrant_Gap_CA
7_18_4,5.236562085,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_40,4.000837796,7/18/2022,SHL9,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_41,3.48215905,7/18/2022,SHL9,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_42,4.10671542,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_43,3.5072323,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_44,2.827664926,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_45,4.533505956,7/18/2022,HML3,Leptothorax_az02,Huachuca_Mountains_AZ
7_18_46,3.227103296,7/18/2022,EGT13,Temnothorax_rudis,Emigrant_Gap_CA
7_18_47,6.880689058,7/18/2022,EGT13,Temnothorax_rudis,Emigrant_Gap_CA
7_18_48,6.17121195,7/18/2022,SHL5,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
7_18_5,3.636045662,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_6,4.787335229,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_7,3.220918664,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_8,2.667375412,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
7_18_9,3.827324587,7/18/2022,SHL4,Leptothorax_calderoni,UC_Sagehen_Reserve_Nevada_County_CA
8_1_1,3.273476934,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_10,3.454807995,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_11,3.881846073,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_12,0.651250444,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_13,1.962136608,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_14,5.087118286,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_15,4.233922154,8/1/2022,SHT6,Temnothorax_rugatulus,UC_Sagehen_Reserve_Nevada_County_CA
8_1_16,2.859152244,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_17,1.186138149,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_18,1.369070376,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_19,1.600259958,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_2,3.341687029,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_20,1.965816562,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_21,1.55468438,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_22,1.358573943,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_23,3.154178472,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_24,1.484895413,8/1/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_1_25,3.213138852,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_26,4.572707283,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_27,4.563142557,8/1/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_1_28,5.777539502,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_29,6.908377038,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_3,4.802232962,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_30,5.782327605,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_31,4.977828075,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_32,6.449459188,8/1/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_1_33,3.984224693,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_34,3.664913924,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_35,1.937273488,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_36,3.554094441,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_37,2.571492727,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_38,3.702423612,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_39,4.41115093,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_4,4.01540121,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_40,2.556881909,8/1/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_1_41,3.278840073,8/1/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_42,1.932559976,8/1/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_43,0.663757687,8/1/2022,JRCT5,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_44,1.421537467,8/1/2022,JRCT5,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_45,1.048924827,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_46,1.268453365,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_47,4.143425241,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_48,1.365964593,8/1/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_1_5,4.289915582,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_6,4.541670295,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_7,2.319701935,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_8,3.63722653,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_1_9,4.401708196,8/1/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_1,2.271073857,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_10,1.946404123,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_11,1.289114199,8/2/2022,JRCT3,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_12,1.885539874,8/2/2022,JRCT3,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_13,0,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_14,4.170666011,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_15,2.658732559,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_16,2.196358736,8/2/2022,HML7,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_17,2.697857185,8/2/2022,EGT3,Temnothorax_rudis,Emigrant_Gap_CA
8_2_18,5.884796845,8/2/2022,EGT3,Temnothorax_rudis,Emigrant_Gap_CA
8_2_19,2.784308437,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_2,1.401139135,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_20,3.257632495,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_21,4.036405063,8/2/2022,SHT1,Temnothorax_nitens,UC_Sagehen_Reserve_Nevada_County_CA
8_2_22,1.800012179,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_23,0.865457561,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_24,1.152119196,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_25,1.290876501,8/2/2022,WRT3,Temnothorax_nevadensis,Rimrock_WA
8_2_26,5.559410296,8/2/2022,SHL8,Leptothorax_athabasca,UC_Sagehen_Reserve_Nevada_County_CA
8_2_27,4.628933156,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_28,3.912561648,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_29,2.530102747,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_3,2.22728701,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_30,6.74712939,8/2/2022,JRCT9,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_31,2.804197423,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_32,3.91246627,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_33,3.30423505,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_34,2.245703335,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_35,3.619011848,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_36,1.828406971,8/2/2022,HML6,Leptothorax_az02,Huachuca_Mountains_AZ
8_2_37,4.932247193,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_38,6.148800446,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_39,6.472262591,8/2/2022,WRT8,Temnothorax_rugatulus,Rimrock_WA
8_2_4,1.811854535,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_40,2.760704431,8/2/2022,JRCT13,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_41,0,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_42,1.50682523,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_43,3.794376854,8/2/2022,EGT8,Temnothorax_rudis,Emigrant_Gap_CA
8_2_44,2.09809124,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_45,3.529844376,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_46,1.792370123,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_47,3.896600314,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_48,3.982025003,8/2/2022,JR4T5,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_2_5,1.926863173,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_6,3.870879426,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_7,1.501207598,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_8,0,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_2_9,3.198338779,8/2/2022,LAT6,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_1,1.623231266,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_10,6.202536318,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_11,3.362070589,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_12,4.315075093,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_13,1.395343275,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_14,1.159566149,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_15,1.435293467,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_16,1.297618503,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_17,3.182836056,8/5/2022,PPT14,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_18,1.385433188,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_19,4.83077972,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_2,1.936723909,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_20,3.31936104,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_21,2.523860511,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_22,2.79661329,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_23,2.943699584,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_24,4.921899141,8/5/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_5_25,8.1695041,8/5/2022,JR4T10,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_26,8.81986934,8/5/2022,JR4T10,Temnothorax_caguatan,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_27,2.684696167,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_28,2.845408869,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_29,1.120288213,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_3,1.515981976,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_30,2.992137506,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_31,6.164795997,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_32,2.51014733,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_33,1.940398134,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_34,1.623616525,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_35,2.29490126,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_36,2.774629097,8/5/2022,LAT13,Temnothorax_andrei,San_Gabriel_Mountains_CA
8_5_37,4.296648446,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_38,3.386947642,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_39,4.142606403,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_4,1.14480173,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_40,2.566453321,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_41,2.53190374,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_42,3.688928874,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_43,4.031015444,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_44,5.16330628,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_45,2.617126666,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_46,4.805118315,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_47,2.663875688,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_48,3.890936412,8/5/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_5_5,1.321399322,8/5/2022,PPT16,Temnothorax_rugatulus,Pinal_Mountains_AZ
8_5_6,2.313230516,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_7,5.381555652,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_8,7.573687278,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_5_9,2.164964481,8/5/2022,JR4T1,Temnothorax_andrei,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_1,6.955449723,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_10,1.523810759,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_11,3.352747466,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_12,2.685313527,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_13,1.426565017,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_14,1.598527387,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_15,3.52423309,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_16,2.052197572,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
8_6_17,3.575980915,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_18,1.619091933,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_19,0.736898262,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_2,3.900401293,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_20,1.502857456,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_21,0,8/6/2022,PPL12,Leptothorax_crassipilis,Pinal_Mountains_AZ
8_6_22,1.641568995,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_23,1.98136119,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_24,2.298645131,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_25,2.983146502,8/6/2022,WRT1,Temnothorax_nevadensis,Rimrock_WA
8_6_26,3.060260369,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_27,1.096755745,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_28,1.231813978,8/6/2022,EGT10,Temnothorax_rudis,Emigrant_Gap_CA
8_6_29,3.023860169,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_3,6.493087817,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_30,2.700480653,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_31,2.3513034,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_32,4.315883933,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_33,2.488816068,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_34,3.485952619,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_35,2.591995967,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_36,4.893855547,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_37,2.729542653,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_38,3.138567219,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_39,2.848024685,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_4,4.500611923,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_40,3.503436868,8/6/2022,HML4,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_41,3.568754715,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_42,4.091575758,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_43,2.929914906,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_44,4.435610944,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_45,3.330453753,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_46,2.832644866,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_47,3.059040959,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_48,4.264652844,8/6/2022,HML5,Leptothorax_crassipilis-nr-b,Huachuca_Mountains_AZ
8_6_5,4.143552747,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_6,5.087070873,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_7,7.666334636,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_8,4.736015849,8/6/2022,HML2,Leptothorax_az02,Huachuca_Mountains_AZ
8_6_9,3.702975654,8/6/2022,JRCT10,Temnothorax_rudis,UC_James_San_Jacinto_Mountain_Reserve_Riverside_County_CA
9_15_1,3.749421342,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_10,3.561219643,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_11,2.759227342,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_12,1.917086617,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_13,2.192490979,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_14,2.635733552,9/15/2022,LAT1,Temnothorax_andrei,San_Gabriel_Mountains_CA
9_15_15,5.923711775,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_16,3.703463807,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_17,3.771782894,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_18,5.06290883,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_19,4.518700689,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_2,3.411441447,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_20,4.628689398,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_21,4.150184734,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_22,4.762263841,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_23,5.371204632,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_24,3.968543663,9/15/2022,RSL222,Leptothorax_AF-can,Penninsula_State_Park_Door_County_WI
9_15_25,4.795971124,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_26,2.910652449,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_27,2.979897153,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_28,4.291079071,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_29,4.224566359,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_3,3.182942727,9/15/2022,BFLT5,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX
9_15_30,1.819111262,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_31,2.619165674,9/15/2022,GLT18,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN
9_15_32,4.090398801,9/15/2022,PFL1,Leptothorax_AF-erg-nr-a,Pack_Experimental_Forest_Pierce_County_WA
