"","sigsq","sigsq.tier","source","trait"
"sigsq.period.CR2337",0.274315105556368,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2337",0.0841373460387274,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2338",0.117527395280924,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2338",0.00358871655225094,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2338",0.319207546209297,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2338",0.265724309493024,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2339",0.0816039636800906,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2339",0.00637835783909653,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2339",0.282445885725636,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2339",0.219354455588766,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2340",0.0776561331714792,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2340",0.00553804882571766,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2340",0.352011892694368,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2340",0.191847025311558,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2341",0.256898171302987,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2341",0.00496647200071935,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2341",0.362439198005817,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2341",0.293591952587202,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2342",0.112804388915074,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2342",0.00707777983497086,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2342",0.227768686409293,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2342",0.140697219866237,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2343",0.0703568671889261,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2343",0.00664659957806636,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2343",0.399335721261277,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2343",0.188360685707658,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2344",0.0650491366651205,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2344",0.015773953981047,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2344",0.34564697614947,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2344",0.148125408849791,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2345",0.106735714761915,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2345",0.00401484774480911,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2345",0.289351633378257,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2345",0.149945274120515,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2346",0.250912172078731,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2346",0.00741955147505649,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2346",0.271379943902066,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2346",0.224789669749432,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2347",0.0602425845327949,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2347",0.00299183033638741,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2347",0.403583382100412,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2347",0.221419980535921,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2348",0.251104839922666,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2348",0.00578997981578834,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2348",0.330594158293674,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2348",0.129975368610369,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2349",0.077735636835965,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2349",0.0116575770445017,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2349",0.399454584577264,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2349",0.0965010875532003,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2350",0.0720525258819103,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2350",0.0062566154559154,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2350",0.219617162067825,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2350",0.244414339891086,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2351",0.0819122122283014,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2351",0.006963017623773,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2351",0.276051287687094,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2351",0.0561296751672656,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2352",0.128148916654751,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2352",0.0152258025572328,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2352",0.411688720724637,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2352",0.113326646749071,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2353",0.111366702615864,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2353",0.00999637892515164,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2353",0.360853017305147,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2353",0.0842503520505842,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2354",0.103253860281068,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2354",0.00693936434948403,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2354",0.366911993848554,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2354",0.124749600126194,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2355",0.119244082402346,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2355",0.00897777212924355,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2355",0.41514985266082,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2355",0.106846033436538,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2356",0.103779152002982,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2356",0.00845598113597316,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2356",0.336472663527023,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2356",0.155898222183009,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2357",0.157687758851108,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2357",0.0160438142557939,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2357",0.346874075040052,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2357",0.124885512911351,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2358",0.129302636188855,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2358",0.00519281709763055,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2358",0.283451822773902,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2358",0.0690690160075471,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2359",0.123343036402931,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2359",0.00484853196425091,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2359",0.230435077326349,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2359",0.287819778424657,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2360",0.0969155211100723,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2360",0.00404001983791819,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2360",0.254656862637915,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2360",0.0539109968535484,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2361",0.0868309828170809,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2361",0.00955273303713216,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2361",0.354722347836091,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2361",0.22410072061853,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2362",0.225765402538742,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2362",0.00386464315378138,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2362",0.360329772930152,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2362",0.254394490037339,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2363",0.0870446620346555,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2363",0.0120984350311128,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2363",0.409965737694165,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2363",0.182437636336521,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2364",0.0716780056337855,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2364",0.00539821358323614,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2364",0.399228413339007,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2364",0.0921747656896231,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2365",0.0471760300974747,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2365",0.00224415737755888,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2365",0.229487068827925,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2365",0.220192865387097,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2366",0.103880923551891,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2366",0.00740623055144849,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2366",0.309961293177753,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2366",0.198161019180162,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2367",0.0857375297120274,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2367",0.00596482329525706,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2367",0.378377107552681,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2367",0.204948907108263,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2368",0.0925017955189732,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2368",0.00665544728499843,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2368",0.234592531577451,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2368",0.356896415939473,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2369",0.0538525741928487,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2369",0.00577348950161162,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2369",0.258204638665184,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2369",0.0506769891405384,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2370",0.102278047737114,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2370",0.00732792886582644,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2370",0.365596394971389,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2370",0.0794754110783299,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2371",0.0403103455146688,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2371",0.00764886005812826,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2371",0.219297129459732,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2371",0.127711608214215,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2372",0.0929416993649941,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2372",0.0132916855790035,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2372",0.316578879681129,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2372",0.324851912542163,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2373",0.103770971327716,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2373",0.0061393530937591,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2373",0.271108832478839,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2373",0.261815227922849,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2374",0.0788451873412396,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2374",0.010052732484566,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2374",0.328886730660235,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2374",0.392452787065512,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2375",0.0809873101954912,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2375",0.010127470668364,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2375",0.350325158324677,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2375",0.0732560069638028,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2376",0.0623410509076176,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2376",0.00392049989704185,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2376",0.150055060493366,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2376",0.0495503193671655,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2377",0.107001785692244,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2377",0.00443931829682188,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2377",0.262731252277429,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2377",0.0514848899206626,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2378",0.105765858248633,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2378",0.00308712693305027,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2378",0.325841784710569,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2378",0.156187996252857,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2379",0.148913456236701,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2379",0.0135934092563561,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2379",0.285279999728835,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2379",0.168111399751911,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2380",0.104106512402441,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2380",0.0097224175581031,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2380",0.337273074586602,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2380",0.136352035879281,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2381",0.135660654259497,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2381",0.00722116012304159,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2381",0.389546900053342,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2381",0.131752418074966,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2382",0.125619871628946,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2382",0.0181453225377233,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2382",0.308121644296338,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2382",0.122104876774591,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2383",0.179416476498671,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2383",0.0115756091784258,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2383",0.387398594551234,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2383",0.204622461358659,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2384",0.0726848233616888,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2384",0.00529904362451278,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2384",0.193827561166048,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2384",0.232374343602162,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2385",0.0560905299781398,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2385",0.00374594838471032,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2385",0.200422678345451,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2385",0.264407816594037,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2386",0.0964804431908276,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2386",0.00683884157975775,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2386",0.412954686666299,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2386",0.148321717662428,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2387",0.0778883117990987,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2387",0.0193537208724365,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2387",0.337361769584648,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2387",0.170899626508658,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2388",0.0597293383506894,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2388",0.0109125324925961,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2388",0.383916627608511,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2388",0.18756740535468,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2389",0.0856983781301845,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2389",0.00511632219519647,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2389",0.301986449314635,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2389",0.294439940000773,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2390",0.161937524865038,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2390",0.0111178143663343,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2390",0.327271866034684,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2390",0.172719504313277,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2391",0.0611947135811593,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2391",0.00663788918937688,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2391",0.441462410705117,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2391",0.0649558412238277,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2392",0.118541747327272,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2392",0.0149277742825925,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2392",0.299229001005979,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2392",0.127592126863949,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2393",0.130279607395604,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2393",0.0122019001608666,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2393",0.386051120687962,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2393",0.23921240366564,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2394",0.147852296435364,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2394",0.0133147129744071,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2394",0.210033932758833,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2394",0.264780113227805,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2395",0.145141658329292,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2395",0.00312556456099156,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2395",0.501292430811608,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2395",0.229044499457653,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2396",0.200725129454708,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2396",0.00682377292993717,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2396",0.297843256361018,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2396",0.290308580787761,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2397",0.0972502164355698,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2397",0.00445390591628471,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2397",0.353876264744017,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2397",0.226660427692127,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2398",0.192912211066365,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2398",0.00962142474610087,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2398",0.350643663880856,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2398",0.0229202414380095,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2399",0.252290583776833,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2399",0.00598175601656283,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2399",0.287656325860641,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2399",0.185658824331103,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2400",0.0999005655216499,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2400",0.00653643461636002,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2400",0.335911773982121,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2400",0.190987164593022,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2401",0.104761182459642,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2401",0.00347880048277398,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2401",0.263339881935564,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2401",0.14485774204386,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2402",0.0878563837329999,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2402",0.0090280908189926,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2402",0.267493499522744,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2402",0.130602805345972,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2403",0.0910349610428903,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2403",0.0051612554416572,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2403",0.303420080559141,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2403",0.142618350573127,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2404",0.061907531345967,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2404",0.00757122811413404,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2404",0.363237248533568,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2404",0.159232460700305,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2405",0.0985867998856347,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2405",0.00978785711481499,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2405",0.408327569208638,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2405",0.123494223288636,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2406",0.0742888296018386,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2406",0.0147142786674101,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2406",0.331718635126671,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2406",0.127702149843137,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2407",0.248585095558951,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2407",0.00344626879700051,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2407",0.284564867977534,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2407",0.398984082227229,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2408",0.110124524406092,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2408",0.00723395478330866,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2408",0.250405122868112,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2408",0.189627825799282,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2409",0.152697090180847,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2409",0.0109798295355796,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2409",0.327313585120473,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2409",0.126668718446518,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2410",0.155806751059685,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2410",0.00577065831057126,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2410",0.285152838757401,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2410",0.164768387067667,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2411",0.112763009557755,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2411",0.0118045936177271,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2411",0.306190573707487,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2411",0.148047136264625,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2412",0.118469270891859,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2412",0.0099199706126802,"sigsq.wavelet.IR","Individual","Rhythmicity"
"sigsq.period.CR2412",0.300286215892864,"sigsq.period.CR","Colony","Period"
"sigsq.period.IR2412",0.186238192586096,"sigsq.period.IR","Individual","Period"
"sigsq.wavelet.CR2413",0.0721937063458536,"sigsq.wavelet.CR","Colony","Rhythmicity"
"sigsq.wavelet.IR2413",0.00581564159645689,"sigsq.wavelet.IR","Individual","Rhythmicity"
